[INFO ] [2021-06-21 15:46:40,383] Pre-Condition: Open browser: 'chrome' and navigate to: 'https://opensource-demo.orangehrmlive.com/index.php/dashboard'
[INFO ] [2021-06-21 15:46:48,001] Post Condition: Close browser
[INFO ] [2021-06-21 20:27:16,225] Pre-Condition Step 01: Open browser: 'chrome' and navigate to: 'https://opensource-demo.orangehrmlive.com/index.php/dashboard'
[INFO ] [2021-06-21 20:27:22,953] Pre-Condition Step 02: Enter to Username textbox
[INFO ] [2021-06-21 20:27:23,373] Pre-Condition Step 03: Enter to Password textbox
[INFO ] [2021-06-21 20:27:23,517] Pre-Condition Step 04: Click To Login button
[INFO ] [2021-06-21 20:27:23,596] Post Condition: Close browser
[INFO ] [2021-06-21 20:29:13,386] Pre-Condition Step 01: Open browser: 'chrome' and navigate to: 'https://opensource-demo.orangehrmlive.com/index.php/dashboard'
[INFO ] [2021-06-21 20:29:20,052] Pre-Condition Step 02: Enter to Username textbox
[INFO ] [2021-06-21 20:29:20,268] Pre-Condition Step 03: Enter to Password textbox
[INFO ] [2021-06-21 20:29:20,392] Pre-Condition Step 04: Click To Login button
[INFO ] [2021-06-21 20:29:25,795] Post Condition: Close browser
[INFO ] [2021-06-21 21:21:44,745] Pre-Condition Step 01: Open browser: 'chrome' and navigate to: 'https://opensource-demo.orangehrmlive.com/index.php/dashboard'
[INFO ] [2021-06-21 21:21:51,724] Pre-Condition Step 02: Enter to Username textbox
[INFO ] [2021-06-21 21:21:51,956] Pre-Condition Step 03: Enter to Password textbox
[INFO ] [2021-06-21 21:21:52,095] Pre-Condition Step 04: Click To Login button
[INFO ] [2021-06-21 21:21:57,803] Emp_01 Step 01: Mouse hover to PIM Menu
[INFO ] [2021-06-21 21:21:58,034] Emp_01 Step 02: Click to Add Employee link
[INFO ] [2021-06-21 21:21:59,265] Emp_01 Step 03: Enter Fist Name textbox
[INFO ] [2021-06-21 21:21:59,265] Emp_01 Step 04: Enter Last Name textbox
[INFO ] [2021-06-21 21:21:59,265] Emp_01 Step 05: Input Photograph file
[INFO ] [2021-06-21 21:21:59,271] Emp_01 Step 02: Click to Save button
[INFO ] [2021-06-21 21:21:59,301] Post Condition: Close browser
[INFO ] [2021-06-21 21:22:47,056] Pre-Condition Step 01: Open browser: 'chrome' and navigate to: 'https://opensource-demo.orangehrmlive.com/index.php/dashboard'
[INFO ] [2021-06-21 21:22:53,717] Pre-Condition Step 02: Enter to Username textbox
[INFO ] [2021-06-21 21:22:53,887] Pre-Condition Step 03: Enter to Password textbox
[INFO ] [2021-06-21 21:22:54,014] Pre-Condition Step 04: Click To Login button
[INFO ] [2021-06-21 21:22:58,758] Emp_01 Step 01: Mouse hover to PIM Menu
[INFO ] [2021-06-21 21:22:59,111] Emp_01 Step 02: Click to Add Employee link
[INFO ] [2021-06-21 21:23:05,600] Emp_01 Step 03: Enter Fist Name textbox
[INFO ] [2021-06-21 21:23:05,600] Emp_01 Step 04: Enter Last Name textbox
[INFO ] [2021-06-21 21:23:05,600] Emp_01 Step 05: Input Photograph file
[INFO ] [2021-06-21 21:23:05,600] Emp_01 Step 02: Click to Save button
[INFO ] [2021-06-21 21:23:05,651] Post Condition: Close browser
[INFO ] [2021-06-21 21:43:17,183] Pre-Condition Step 01: Open browser: 'chrome' and navigate to: 'https://opensource-demo.orangehrmlive.com/index.php/dashboard'
[INFO ] [2021-06-21 21:43:24,297] Pre-Condition Step 02: Enter to Username textbox
[INFO ] [2021-06-21 21:43:24,453] Pre-Condition Step 03: Enter to Password textbox
[INFO ] [2021-06-21 21:43:24,605] Pre-Condition Step 04: Click To Login button
[INFO ] [2021-06-21 21:43:29,904] Emp_01 Step 01: Mouse hover to PIM Menu
[INFO ] [2021-06-21 21:43:30,083] Emp_01 Step 02: Click to Add Employee link
[INFO ] [2021-06-21 21:43:36,644] Emp_01 Step 03: Enter Fist Name textbox
[INFO ] [2021-06-21 21:43:36,644] Emp_01 Step 04: Enter Last Name textbox
[INFO ] [2021-06-21 21:43:36,644] Emp_01 Step 05: Input Photograph file
[INFO ] [2021-06-21 21:43:36,645] Emp_01 Step 02: Click to Save button
[INFO ] [2021-06-21 21:43:36,674] Post Condition: Close browser
